genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300013502_19,3300013502,2810490,486,6098,0,0,0,26,68.97,1.82,59.87,MQ,OTU-8491,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__UBA8983,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300013502_12,3300013502,3823334,26,168790,0,0,0,32,86.59,0.6,83.59,MQ,OTU-8496,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA2336;s__GCA_002425185.1,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300013502_13,3300013502,3756350,57,130125,0,2,0,41,99.77,0.34,98.07,MQ,OTU-8497,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__GCA_002425225.1,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300013502_10,3300013502,3944249,118,143331,1,1,1,45,95.36,3.83,76.21,HQ,OTU-7376,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__GCA_002344965.1,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300013502_11,3300013502,3947313,178,35327,0,0,0,41,96.5,0.5,94,MQ,OTU-15148,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__UBA2334;s__GCA_002344885.1,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300013502_16,3300013502,3499881,403,10851,1,1,1,33,76.81,3.93,57.16,MQ,OTU-12637,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__OLB5;g__OLB5;s__GCA_002344125.1,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300013502_14,3300013502,3523960,398,10664,0,1,1,49,82.76,2.66,69.46,MQ,OTU-8500,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__GCA_002333435.1,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300013502_15,3300013502,3492155,310,13842,0,1,1,33,89.68,1.34,82.98,MQ,OTU-8501,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2339;s__GCA_002344785.1,Wastewater,Nutrient removal,Activated sludge,153.191,-27.486
3300014810_5,3300014810,2197634,382,5996,0,1,0,19,69.34,3.13,53.69,MQ,OTU-14685,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter_A;s__,Wastewater,Industrial wastewater,Wastewater,N/A,N/A
3300014810_4,3300014810,2953420,241,17060,0,0,0,36,95.97,3.45,78.72,MQ,OTU-5873,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__UBA11404,Wastewater,Industrial wastewater,Wastewater,N/A,N/A
3300014810_6,3300014810,1906009,244,9594,0,0,0,33,88.62,2.09,78.17,MQ,OTU-5874,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__,Wastewater,Industrial wastewater,Wastewater,N/A,N/A
3300014777_2,3300014777,2023369,41,105367,0,1,1,35,95.65,0.96,90.85,MQ,OTU-1187,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1573;s__GCA_002425415.1,Wastewater,Nutrient removal,Sludge,153.191,-27.486
3300001605_13,3300001605,6505834,203,47021,0,1,1,50,98.23,1.68,89.83,MQ,OTU-4552,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA6168;s__GCA_002435785.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.6,57.0112
3300001605_44,3300001605,1500204,263,6132,0,1,1,33,65.59,1.08,60.19,MQ,OTU-3848,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA3002;g__UBA6178;s__GCA_002422205.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.6,57.0112
3300001605_29,3300001605,2461877,162,22610,0,2,1,42,88.36,2.15,77.61,MQ,OTU-13251,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__SCADC1-2-3;s__SCADC1-2-3 sp1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.6,57.0112
3300001605_17,3300001605,4228611,569,8426,1,0,0,21,72.21,1.57,64.36,MQ,OTU-9522,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA6163;s__GCA_002422955.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.6,57.0112
3300001605_32,3300001605,2248730,68,58820,1,0,0,37,87.81,1.01,82.76,MQ,OTU-3933,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA6139;s__GCA_002423285.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.6,57.0112
3300001605_34,3300001605,2085267,114,24632,0,3,3,37,95.7,3.76,76.9,MQ,OTU-3934,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA998;g__UBA6149;s__GCA_002423155.1,Wastewater,Industrial wastewater,Hydrocarbon resource environments,-111.6,57.0112
3300025772_21,3300025772,2456183,81,53879,2,1,1,42,95.97,1.61,87.92,HQ,OTU-17558,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__TTA-H9;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_20,3300025772,2497108,318,9382,0,0,0,31,69.24,1,64.24,MQ,OTU-11345,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__GCA_002316295.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_23,3300025772,2363997,420,5655,1,0,1,26,57.1,0.98,52.2,MQ,OTU-17559,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rhodoferax;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_24,3300025772,2290612,327,8077,0,1,1,21,77.1,1.72,68.5,MQ,OTU-6216,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__6E;s__GCA_002304925.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_46,3300025772,1285986,230,5813,0,1,1,21,62.28,0,62.28,MQ,OTU-16838,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_61,3300025772,794092,43,31521,0,0,1,42,67.92,0,67.92,MQ,OTU-16210,d__Bacteria;p__Patescibacteria;c__ABY1;o__Buchananbacterales;f__2-01-FULL-39-33;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_63,3300025772,655835,9,81994,1,0,1,32,70.95,0.93,66.3,MQ,OTU-12665,d__Archaea;p__Micrarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_10,3300025772,3355257,122,41268,0,1,1,38,85.04,0.85,80.79,MQ,OTU-2851,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_58,3300025772,839047,111,8589,0,0,0,40,65.15,2.74,51.45,MQ,OTU-8218,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__UBA5738;g__UBA5738;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_6,3300025772,3745088,124,60570,0,0,0,41,94.59,3.42,77.49,MQ,OTU-16196,d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_9,3300025772,3375642,292,15832,0,1,1,43,91.14,0.1,90.64,MQ,OTU-16199,d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_12,3300025772,3045454,322,11872,1,1,2,39,70,1.61,61.95,MQ,OTU-17163,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_13,3300025772,2915973,111,52358,1,1,1,44,95.43,2.17,84.58,HQ,OTU-7779,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__4484-276;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_14,3300025772,2869395,355,9428,0,1,1,30,81.98,1.62,73.88,MQ,OTU-6695,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_15,3300025772,2821063,160,23268,1,0,0,33,73.99,2.36,62.19,MQ,OTU-13920,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_17,3300025772,2684423,440,6617,0,1,0,21,56.1,0.12,55.5,MQ,OTU-9491,d__Bacteria;p__Riflebacteria;c__UBA8953;o__UBA8953;f__UBA8953;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_7,3300025772,3695649,380,13191,0,0,0,24,66.1,2.25,54.85,MQ,OTU-15917,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_5,3300025772,3869122,151,40821,1,0,0,31,80.3,4.05,60.05,MQ,OTU-12629,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_38,3300025772,1850228,324,5816,0,0,0,21,70.67,2.3,59.17,MQ,OTU-8812,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__UBA8932;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_39,3300025772,1575347,235,7492,0,1,0,91,76.62,2.97,61.77,MQ,OTU-7511,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__GCA_001587595.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_32,3300025772,2071576,39,103917,2,2,1,35,97.01,1,92.01,HQ,OTU-3964,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera_A;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_30,3300025772,2152057,288,8264,0,0,0,33,57.76,0,57.76,MQ,OTU-8833,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__RBG-16-66-30;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_37,3300025772,1828487,245,9098,1,2,1,32,59.88,0.03,59.73,MQ,OTU-17595,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__BRH-c25;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_34,3300025772,2049223,212,12870,0,0,0,24,78.61,2.1,68.11,MQ,OTU-15956,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__GCA_001604235.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_52,3300025772,981986,36,228256,1,1,1,43,70.3,0.99,65.35,MQ,OTU-8223,d__Bacteria;p__Patescibacteria;c__ABY1;o__Falkowbacterales;f__UBA12465;g__GCA-002840305;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025772_29,3300025772,2070225,129,26482,0,2,2,35,91.37,3.16,75.57,MQ,OTU-3294,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025882_45,3300025882,1922477,358,5626,0,0,0,25,54.88,0.84,50.68,MQ,OTU-8819,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_47,3300025882,1707116,300,5895,1,0,1,33,70.22,0,70.22,MQ,OTU-13243,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__GCA_002305955.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_23,3300025882,2830170,95,72409,1,1,1,46,98.06,0.65,94.81,HQ,OTU-8208,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_22,3300025882,2861268,325,11252,1,0,0,32,86.4,1.5,78.9,MQ,OTU-13219,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_21,3300025882,2899735,101,48618,1,1,1,42,91.94,4.86,67.64,HQ,OTU-7525,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2192;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_20,3300025882,2985664,336,11003,0,0,0,41,66.57,1.64,58.37,MQ,OTU-14821,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__UKL13-2;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_27,3300025882,2603006,41,150038,0,0,0,30,94.42,3.28,78.02,MQ,OTU-482,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_24,3300025882,2802770,271,14479,1,0,1,33,87.91,1.08,82.51,MQ,OTU-6216,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__6E;s__GCA_002304925.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_29,3300025882,2485824,85,46870,1,1,1,41,94.09,2.15,83.34,HQ,OTU-17558,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__TTA-H9;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_49,3300025882,1742693,228,9767,1,0,0,36,78.03,3.28,61.63,MQ,OTU-12756,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__GCA_002418825.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_42,3300025882,1854891,267,7561,1,1,0,28,74.14,0.62,71.04,MQ,OTU-3294,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_36,3300025882,2209481,150,23755,1,1,1,39,88.46,2.75,74.71,MQ,OTU-13037,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacter;s__Fermentibacter daniensis,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_31,3300025882,2431986,262,11475,1,1,1,29,84.96,3.84,65.76,MQ,OTU-17757,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__SR-FBR-E99;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_5,3300025882,5728334,85,101757,1,1,1,45,98.9,2.75,85.15,HQ,OTU-1786,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__UBA2214;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_7,3300025882,5141206,623,10234,0,0,0,20,79.97,3.09,64.52,MQ,OTU-4423,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA10441;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_3,3300025882,7172426,111,93579,1,1,1,44,99.45,2.2,88.45,HQ,OTU-15944,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_8,3300025882,5027181,446,17405,1,0,0,35,87.12,2.71,73.57,MQ,OTU-15948,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rhizobacter;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_28,3300025882,2433771,202,18463,0,1,0,42,93.22,3,78.22,MQ,OTU-8879,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_57,3300025882,1345244,98,22652,0,0,0,14,55.17,0,55.17,MQ,OTU-15840,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_32,3300025882,2334981,384,6377,0,0,0,41,76.12,2.6,63.12,MQ,OTU-9913,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_33,3300025882,2360554,166,19232,0,0,0,26,64.86,2.7,51.36,MQ,OTU-13920,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_16,3300025882,3649551,421,11192,1,0,1,36,71.99,2.55,59.24,MQ,OTU-16894,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_14,3300025882,3928869,55,116358,0,0,0,38,86.36,4.85,62.11,MQ,OTU-7759,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_12,3300025882,4107151,455,11768,0,1,1,35,85.09,3.81,66.04,MQ,OTU-16898,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_10,3300025882,4442649,31,309902,1,1,1,46,94.44,3.3,77.94,HQ,OTU-16900,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__UBA2214;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_18,3300025882,3354759,257,18981,1,1,2,36,84.84,3.92,65.24,MQ,OTU-12309,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_19,3300025882,3150672,384,10056,0,0,0,29,70.08,1.2,64.08,MQ,OTU-7884,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__UBA2214;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_148,3300025882,844758,1,844758,1,1,1,47,77.43,0,77.43,MQ,OTU-2540,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Shapirobacterales;f__UBA12405;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_39,3300025882,2048656,343,6475,0,0,0,30,67.17,1.6,59.17,MQ,OTU-17541,d__Bacteria;p__Spirochaetota;c__;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_66,3300025882,1082343,127,9591,1,1,0,23,56.83,0,56.83,MQ,OTU-17806,d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_61,3300025882,1209858,148,9883,0,0,0,31,74.73,0.55,71.98,MQ,OTU-13897,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Cloacimonas;s__Cloacimonas acidaminovorans,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025882_60,3300025882,1160208,203,6243,1,1,2,20,58.22,0,58.22,MQ,OTU-13226,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__GCA_002376715.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.65,42.12
3300025866_10,3300025866,3282059,364,11001,0,2,0,44,92.11,2.77,78.26,MQ,OTU-9607,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Thauera;s__Thauera aminoaromatica,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_12,3300025866,3071573,172,25837,0,0,0,37,83.21,4.05,62.96,MQ,OTU-13920,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA8199;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_13,3300025866,2805913,305,11795,0,1,0,35,79.41,1.32,72.81,MQ,OTU-6695,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_17,3300025866,2668459,328,9480,0,1,0,32,68.54,2.81,54.49,MQ,OTU-9823,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5368;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_19,3300025866,2436239,106,34237,0,0,0,41,96.51,2.15,85.76,MQ,OTU-17558,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__TTA-H9;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_34,3300025866,1583477,249,6928,0,0,0,33,75.76,0.96,70.96,MQ,OTU-4948,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__UBA8932;s__UBA8197,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_73,3300025866,497809,26,33154,1,1,1,34,53.52,0,53.52,MQ,OTU-16686,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Kaiserbacteraceae;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_29,3300025866,1844870,101,26269,2,1,0,44,90.11,0,90.11,MQ,OTU-17100,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA1060;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_28,3300025866,1812702,261,7977,1,1,1,77,70.82,2.72,57.22,MQ,OTU-7511,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__GCA_001587595.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_20,3300025866,2235171,127,31656,0,0,0,31,93.22,3.85,73.97,MQ,OTU-3294,d__Bacteria;p__Thermotogota;c__Thermotogae;o__;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_23,3300025866,2123810,228,12343,0,1,1,26,82.18,0.88,77.78,MQ,OTU-15956,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__GCA_001604235.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_27,3300025866,1967157,146,21211,0,0,0,33,90.59,2.48,78.19,MQ,OTU-16494,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_26,3300025866,2002154,36,97074,0,1,1,35,98.72,0.43,96.57,MQ,OTU-3964,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylotenera_A;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_42,3300025866,1261956,143,11560,1,0,0,26,60.75,1.47,53.4,MQ,OTU-12756,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__GCA_002418825.1,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_65,3300025866,611860,77,8449,0,1,1,32,59.76,0,59.76,MQ,OTU-16210,d__Bacteria;p__Patescibacteria;c__ABY1;o__Buchananbacterales;f__2-01-FULL-39-33;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
3300025866_60,3300025866,629105,22,61843,0,0,2,31,75.62,0,75.62,MQ,OTU-12665,d__Archaea;p__Micrarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__;g__;s__,Wastewater,Anaerobic digestor,Anaerobic digestor sludge,-87.68,41.84
