locus_tag	ftype	length_bp	gene	EC_number	COG	product
BIPKCHJG_02891	gene	624	yciO			
BIPKCHJG_02892	CDS	675				hypothetical protein
BIPKCHJG_02892	gene	675				
BIPKCHJG_02893	CDS	654	tetR_2			Tetracycline repressor protein class A from transposon 1721
BIPKCHJG_02893	gene	654	tetR_2			
BIPKCHJG_02894	CDS	1026	ppsC	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC
BIPKCHJG_02894	gene	1026	ppsC			
BIPKCHJG_02895	CDS	450			COG2166	putative SufE-like protein
BIPKCHJG_02895	gene	450				
BIPKCHJG_02896	CDS	639	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
BIPKCHJG_02896	gene	639	sseA			
BIPKCHJG_02897	CDS	1821	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BIPKCHJG_02897	gene	1821	glmS_2			
BIPKCHJG_02898	CDS	432				hypothetical protein
BIPKCHJG_02898	gene	432				
BIPKCHJG_02899	CDS	672				hypothetical protein
BIPKCHJG_02899	gene	672				
BIPKCHJG_02900	CDS	1620	cdr	1.8.1.14		Coenzyme A disulfide reductase
BIPKCHJG_02900	gene	1620	cdr			
BIPKCHJG_02901	CDS	2265				hypothetical protein
BIPKCHJG_02901	gene	2265				
BIPKCHJG_02902	CDS	369				Single-stranded DNA-binding protein
BIPKCHJG_02902	gene	369				
BIPKCHJG_02903	CDS	1266	vanYB_2	3.4.16.4	COG1876	D-alanyl-D-alanine carboxypeptidase
BIPKCHJG_02903	gene	1266	vanYB_2			
BIPKCHJG_02904	CDS	1392				hypothetical protein
BIPKCHJG_02904	gene	1392				
BIPKCHJG_02905	CDS	357	rbpA_2			RNA polymerase-binding protein RbpA
BIPKCHJG_02905	gene	357	rbpA_2			
BIPKCHJG_02906	CDS	561				hypothetical protein
BIPKCHJG_02906	gene	561				
BIPKCHJG_02907	CDS	789		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
BIPKCHJG_02907	gene	789				
BIPKCHJG_02908	CDS	1644	lnt_1	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
BIPKCHJG_02908	gene	1644	lnt_1			
BIPKCHJG_02909	CDS	1029				hypothetical protein
BIPKCHJG_02909	gene	1029				
BIPKCHJG_02910	CDS	393	kal	4.3.1.14		3-aminobutyryl-CoA ammonia lyase
BIPKCHJG_02910	gene	393	kal			
BIPKCHJG_02911	CDS	864	kamE	5.4.3.3	COG5012	Lysine 5,6-aminomutase beta subunit
BIPKCHJG_02911	gene	864	kamE			
BIPKCHJG_02912	CDS	1593	kamD	5.4.3.3		Lysine 5,6-aminomutase alpha subunit
BIPKCHJG_02912	gene	1593	kamD			
BIPKCHJG_02913	CDS	1719	maeA	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
BIPKCHJG_02913	gene	1719	maeA			
BIPKCHJG_02914	CDS	1047	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
BIPKCHJG_02914	gene	1047	gpr			
BIPKCHJG_02915	CDS	399				hypothetical protein
BIPKCHJG_02915	gene	399				
BIPKCHJG_02916	CDS	1170	adhT	1.1.1.1		Alcohol dehydrogenase
BIPKCHJG_02916	gene	1170	adhT			
BIPKCHJG_02917	CDS	894	carA_2		COG0789	HTH-type transcriptional repressor CarA
BIPKCHJG_02917	gene	894	carA_2			
BIPKCHJG_02918	CDS	1083		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
BIPKCHJG_02918	gene	1083				
BIPKCHJG_02919	CDS	867	crtB	2.5.1.99		All-trans-phytoene synthase
BIPKCHJG_02919	gene	867	crtB			
BIPKCHJG_02920	CDS	1578	carA2	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
BIPKCHJG_02920	gene	1578	carA2			
BIPKCHJG_02921	CDS	366				hypothetical protein
BIPKCHJG_02921	gene	366				
BIPKCHJG_02922	CDS	333				hypothetical protein
BIPKCHJG_02922	gene	333				
BIPKCHJG_02923	CDS	1380	ptlI	1.14.13.133	COG2124	Pentalenene oxygenase
BIPKCHJG_02923	gene	1380	ptlI			
BIPKCHJG_02924	CDS	1095	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
BIPKCHJG_02924	gene	1095	crtQ			
BIPKCHJG_02925	CDS	483				hypothetical protein
BIPKCHJG_02925	gene	483				
BIPKCHJG_02926	CDS	363				hypothetical protein
BIPKCHJG_02926	gene	363				
BIPKCHJG_02927	CDS	543	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
BIPKCHJG_02927	gene	543	idi			
BIPKCHJG_02928	CDS	990				hypothetical protein
BIPKCHJG_02928	gene	990				
BIPKCHJG_02929	CDS	693	liaR_5		COG2197	Transcriptional regulatory protein LiaR
BIPKCHJG_02929	gene	693	liaR_5			
BIPKCHJG_02930	CDS	315				hypothetical protein
BIPKCHJG_02930	gene	315				
BIPKCHJG_02931	CDS	1332	glpK_2	2.7.1.30	COG0554	Glycerol kinase
BIPKCHJG_02931	gene	1332	glpK_2			
BIPKCHJG_02932	CDS	846	fba_2	4.1.2.13		Fructose-bisphosphate aldolase
BIPKCHJG_02932	gene	846	fba_2			
BIPKCHJG_02933	CDS	975	pfkB_2	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
BIPKCHJG_02933	gene	975	pfkB_2			
BIPKCHJG_02934	CDS	1023	gutB	1.1.1.14	COG1063	Sorbitol dehydrogenase
BIPKCHJG_02934	gene	1023	gutB			
BIPKCHJG_02935	CDS	786	srlR_2		COG1349	Glucitol operon repressor
BIPKCHJG_02935	gene	786	srlR_2			
BIPKCHJG_02936	CDS	1215	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
BIPKCHJG_02936	gene	1215	fadA_2			
BIPKCHJG_02937	CDS	3612				hypothetical protein
BIPKCHJG_02937	gene	3612				
BIPKCHJG_02938	CDS	543				hypothetical protein
BIPKCHJG_02938	gene	543				
BIPKCHJG_02939	CDS	393				hypothetical protein
BIPKCHJG_02939	gene	393				
BIPKCHJG_02940	CDS	2025	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
BIPKCHJG_02940	gene	2025	fadH			
BIPKCHJG_02941	CDS	498				hypothetical protein
BIPKCHJG_02941	gene	498				
BIPKCHJG_02942	CDS	243				hypothetical protein
BIPKCHJG_02942	gene	243				
BIPKCHJG_02943	CDS	444		3.1.-.-		Ribonuclease VapC43
BIPKCHJG_02943	gene	444				
BIPKCHJG_02944	CDS	1476				hypothetical protein
BIPKCHJG_02944	gene	1476				
BIPKCHJG_02945	CDS	1002			COG1253	putative protein
BIPKCHJG_02945	gene	1002				
BIPKCHJG_02946	CDS	1362				hypothetical protein
BIPKCHJG_02946	gene	1362				
BIPKCHJG_02947	CDS	981	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
BIPKCHJG_02947	gene	981	kdgK			
BIPKCHJG_02948	CDS	987	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
BIPKCHJG_02948	gene	987	yihT			
BIPKCHJG_02949	CDS	951	doeB	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
BIPKCHJG_02949	gene	951	doeB			
BIPKCHJG_02950	CDS	477				hypothetical protein
BIPKCHJG_02950	gene	477				
BIPKCHJG_02951	CDS	1185	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
BIPKCHJG_02951	gene	1185	rimK			
BIPKCHJG_02952	CDS	426	fitB_2	3.1.-.-		Toxin FitB
BIPKCHJG_02952	gene	426	fitB_2			
BIPKCHJG_02953	CDS	240				hypothetical protein
BIPKCHJG_02953	gene	240				
BIPKCHJG_02954	CDS	1413		1.6.99.-		NADH dehydrogenase-like protein
BIPKCHJG_02954	gene	1413				
BIPKCHJG_02955	CDS	261	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
BIPKCHJG_02955	gene	261	csoR			
BIPKCHJG_02956	CDS	165				hypothetical protein
BIPKCHJG_02956	gene	165				
BIPKCHJG_02957	CDS	600	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
BIPKCHJG_02957	gene	600	tam_1			
BIPKCHJG_02958	CDS	534	gcvR		COG2716	Glycine cleavage system transcriptional repressor
BIPKCHJG_02958	gene	534	gcvR			
BIPKCHJG_02959	CDS	321				hypothetical protein
BIPKCHJG_02959	gene	321				
BIPKCHJG_02960	CDS	429				hypothetical protein
BIPKCHJG_02960	gene	429				
BIPKCHJG_02961	CDS	900				hypothetical protein
BIPKCHJG_02961	gene	900				
BIPKCHJG_02962	CDS	789				hypothetical protein
BIPKCHJG_02962	gene	789				
BIPKCHJG_02963	CDS	243	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
BIPKCHJG_02963	gene	243	mug			
BIPKCHJG_02964	CDS	693	larMN		COG0310	putative fused nickel transport protein LarMN
BIPKCHJG_02964	gene	693	larMN			
BIPKCHJG_02965	CDS	321				hypothetical protein
BIPKCHJG_02965	gene	321				
BIPKCHJG_02966	CDS	771	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
BIPKCHJG_02966	gene	771	ecfT			
BIPKCHJG_02967	CDS	747	ecfA3	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA3
BIPKCHJG_02967	gene	747	ecfA3			
BIPKCHJG_02968	CDS	1815	lytB_7		COG2247	Amidase enhancer
BIPKCHJG_02968	gene	1815	lytB_7			
BIPKCHJG_02969	CDS	186				hypothetical protein
BIPKCHJG_02969	gene	186				
BIPKCHJG_02970	CDS	348	lsr2_2			Nucleoid-associated protein Lsr2
BIPKCHJG_02970	gene	348	lsr2_2			
BIPKCHJG_02971	CDS	390				hypothetical protein
BIPKCHJG_02971	gene	390				
BIPKCHJG_02972	CDS	1011	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BIPKCHJG_02972	gene	1011	potA_2			
BIPKCHJG_02973	CDS	1713	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
BIPKCHJG_02973	gene	1713	phnU			
BIPKCHJG_02974	CDS	1146	thiB		COG4143	Thiamine-binding periplasmic protein
BIPKCHJG_02974	gene	1146	thiB			
BIPKCHJG_02975	CDS	657	fic_2	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
BIPKCHJG_02975	gene	657	fic_2			
BIPKCHJG_02976	CDS	228				hypothetical protein
BIPKCHJG_02976	gene	228				
BIPKCHJG_02977	CDS	897	drrA_5	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BIPKCHJG_02977	gene	897	drrA_5			
BIPKCHJG_02978	CDS	1608				hypothetical protein
BIPKCHJG_02978	gene	1608				
BIPKCHJG_02979	CDS	723				hypothetical protein
BIPKCHJG_02979	gene	723				
BIPKCHJG_02980	CDS	1116				hypothetical protein
BIPKCHJG_02980	gene	1116				
BIPKCHJG_02981	CDS	3921	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
BIPKCHJG_02981	gene	3921	purL			
BIPKCHJG_02982	CDS	429				hypothetical protein
BIPKCHJG_02982	gene	429				
BIPKCHJG_02983	CDS	426		2.8.1.-	COG0607	Sulfurtransferase
BIPKCHJG_02983	gene	426				
BIPKCHJG_02984	CDS	612				hypothetical protein
BIPKCHJG_02984	gene	612				
BIPKCHJG_02985	CDS	450				hypothetical protein
BIPKCHJG_02985	gene	450				
BIPKCHJG_02986	CDS	447				hypothetical protein
BIPKCHJG_02986	gene	447				
BIPKCHJG_02987	CDS	894	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
BIPKCHJG_02987	gene	894	budC			
BIPKCHJG_02988	CDS	93				hypothetical protein
BIPKCHJG_02988	gene	93				
BIPKCHJG_02989	CDS	1926				hypothetical protein
BIPKCHJG_02989	gene	1926				
BIPKCHJG_02990	CDS	339				hypothetical protein
BIPKCHJG_02990	gene	339				
BIPKCHJG_02991	CDS	1560	epsL_2	2.-.-.-	COG2148	putative sugar transferase EpsL
BIPKCHJG_02991	gene	1560	epsL_2			
BIPKCHJG_02992	CDS	645	rplY		COG1825	50S ribosomal protein L25
BIPKCHJG_02992	gene	645	rplY			
BIPKCHJG_02993	CDS	981	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BIPKCHJG_02993	gene	981	prs_1			
BIPKCHJG_02994	CDS	1458	glmU		COG1207	Bifunctional protein GlmU
BIPKCHJG_02994	gene	1458	glmU			
BIPKCHJG_02995	CDS	120				hypothetical protein
BIPKCHJG_02995	gene	120				
BIPKCHJG_02996	tRNA	80				tRNA-Gln(ttg)
BIPKCHJG_02996	gene	80				
BIPKCHJG_02997	CDS	654				HTH-type transcriptional repressor
BIPKCHJG_02997	gene	654				
BIPKCHJG_02998	CDS	804	tam_2	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
BIPKCHJG_02998	gene	804	tam_2			
BIPKCHJG_02999	CDS	495	marR		COG1846	Multiple antibiotic resistance protein MarR
BIPKCHJG_02999	gene	495	marR			
BIPKCHJG_03000	CDS	1803	ettA_4		COG0488	Energy-dependent translational throttle protein EttA
BIPKCHJG_03000	gene	1803	ettA_4			
BIPKCHJG_03001	CDS	933	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
BIPKCHJG_03001	gene	933	ispE			
BIPKCHJG_03002	CDS	876	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BIPKCHJG_03002	gene	876	ksgA			
BIPKCHJG_03003	CDS	1170	rpf2	3.-.-.-	COG3583	Resuscitation-promoting factor Rpf2
BIPKCHJG_03003	gene	1170	rpf2			
BIPKCHJG_03004	CDS	849	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
BIPKCHJG_03004	gene	849	tatD			
BIPKCHJG_03005	CDS	1824	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
BIPKCHJG_03005	gene	1824	metG			
BIPKCHJG_03006	CDS	357				hypothetical protein
BIPKCHJG_03006	gene	357				
BIPKCHJG_03007	CDS	618				hypothetical protein
BIPKCHJG_03007	gene	618				
BIPKCHJG_03008	CDS	816				hypothetical protein
BIPKCHJG_03008	gene	816				
BIPKCHJG_03009	CDS	1236	mdtH			Multidrug resistance protein MdtH
BIPKCHJG_03009	gene	1236	mdtH			
BIPKCHJG_03010	CDS	504				hypothetical protein
BIPKCHJG_03010	gene	504				
BIPKCHJG_03011	CDS	744	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
BIPKCHJG_03011	gene	744	frdB			
BIPKCHJG_03012	CDS	2007	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
BIPKCHJG_03012	gene	2007	frdA			
BIPKCHJG_03013	CDS	789				hypothetical protein
BIPKCHJG_03013	gene	789				
BIPKCHJG_03014	CDS	735	speE	2.5.1.16		Polyamine aminopropyltransferase
BIPKCHJG_03014	gene	735	speE			
BIPKCHJG_03015	CDS	849	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
BIPKCHJG_03015	gene	849	rsmI			
BIPKCHJG_03016	CDS	1368				hypothetical protein
BIPKCHJG_03016	gene	1368				
BIPKCHJG_03017	CDS	720	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
BIPKCHJG_03017	gene	720	fbpC			
BIPKCHJG_03018	CDS	1566	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
BIPKCHJG_03018	gene	1566	pmt			
BIPKCHJG_03019	CDS	3528	recD_2	3.1.11.5		RecBCD enzyme subunit RecD
BIPKCHJG_03019	gene	3528	recD_2			
BIPKCHJG_03020	CDS	804	ppiB_3	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase B
BIPKCHJG_03020	gene	804	ppiB_3			
BIPKCHJG_03021	CDS	1167			COG0628	Putative transport protein
BIPKCHJG_03021	gene	1167				
BIPKCHJG_03022	tRNA	77				tRNA-Ala(cgc)
BIPKCHJG_03022	gene	77				
BIPKCHJG_03023	CDS	207				hypothetical protein
BIPKCHJG_03023	gene	207				
BIPKCHJG_03024	CDS	348				hypothetical protein
BIPKCHJG_03024	gene	348				
BIPKCHJG_03025	CDS	1122	iolT			Major myo-inositol transporter IolT
BIPKCHJG_03025	gene	1122	iolT			
BIPKCHJG_03026	CDS	267				hypothetical protein
BIPKCHJG_03026	gene	267				
BIPKCHJG_03027	CDS	201				hypothetical protein
BIPKCHJG_03027	gene	201				
BIPKCHJG_03028	CDS	3570	rapA_3	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
BIPKCHJG_03028	gene	3570	rapA_3			
BIPKCHJG_03029	CDS	2829				hypothetical protein
BIPKCHJG_03029	gene	2829				
BIPKCHJG_03030	CDS	1119	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
BIPKCHJG_03030	gene	1119	yhcG_2			
BIPKCHJG_03031	CDS	3399				hypothetical protein
BIPKCHJG_03031	gene	3399				
BIPKCHJG_03032	CDS	1389				hypothetical protein
BIPKCHJG_03032	gene	1389				
BIPKCHJG_03033	CDS	1065				hypothetical protein
BIPKCHJG_03033	gene	1065				
BIPKCHJG_03034	CDS	171				hypothetical protein
BIPKCHJG_03034	gene	171				
BIPKCHJG_03035	CDS	2115	fusA		COG0480	Elongation factor G
BIPKCHJG_03035	gene	2115	fusA			
BIPKCHJG_03036	CDS	471	rpsG		COG0049	30S ribosomal protein S7
BIPKCHJG_03036	gene	471	rpsG			
BIPKCHJG_03037	CDS	375	rpsL		COG0048	30S ribosomal protein S12
BIPKCHJG_03037	gene	375	rpsL			
BIPKCHJG_03038	CDS	108				hypothetical protein
BIPKCHJG_03038	gene	108				
BIPKCHJG_03039	CDS	330				hypothetical protein
BIPKCHJG_03039	gene	330				
BIPKCHJG_03040	CDS	807				hypothetical protein
BIPKCHJG_03040	gene	807				
BIPKCHJG_03041	CDS	531				hypothetical protein
BIPKCHJG_03041	gene	531				
BIPKCHJG_03042	CDS	2100				hypothetical protein
BIPKCHJG_03042	gene	2100				
BIPKCHJG_03043	CDS	657	vraR_3		COG2197	Response regulator protein VraR
BIPKCHJG_03043	gene	657	vraR_3			
BIPKCHJG_03044	CDS	849				hypothetical protein
BIPKCHJG_03044	gene	849				
BIPKCHJG_03045	CDS	240				hypothetical protein
BIPKCHJG_03045	gene	240				
BIPKCHJG_03046	CDS	837	citE	4.1.-.-	COG2301	Citrate lyase subunit beta-like protein
BIPKCHJG_03046	gene	837	citE			
BIPKCHJG_03047	CDS	516	mch_2	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
BIPKCHJG_03047	gene	516	mch_2			
BIPKCHJG_03048	CDS	1956	afsK	2.7.11.1	COG0515	Serine/threonine-protein kinase AfsK
BIPKCHJG_03048	gene	1956	afsK			
BIPKCHJG_03049	CDS	426	hrp1			Hypoxic response protein 1
BIPKCHJG_03049	gene	426	hrp1			
BIPKCHJG_03050	CDS	1059	cytR		COG1609	HTH-type transcriptional repressor CytR
BIPKCHJG_03050	gene	1059	cytR			
BIPKCHJG_03051	CDS	1851	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
BIPKCHJG_03051	gene	1851	malZ			
BIPKCHJG_03052	CDS	918	malG		COG3833	Maltose transport system permease protein MalG
BIPKCHJG_03052	gene	918	malG			
BIPKCHJG_03053	CDS	1584	malF		COG1175	Maltose transport system permease protein MalF
BIPKCHJG_03053	gene	1584	malF			
BIPKCHJG_03054	CDS	1344	malE_2		COG2182	Maltose-binding periplasmic protein
BIPKCHJG_03054	gene	1344	malE_2			
BIPKCHJG_03055	CDS	1107	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
BIPKCHJG_03055	gene	1107	sugC			
BIPKCHJG_03056	CDS	282				hypothetical protein
BIPKCHJG_03056	gene	282				
BIPKCHJG_03057	CDS	1893				hypothetical protein
BIPKCHJG_03057	gene	1893				
BIPKCHJG_03058	CDS	390				Universal stress protein
BIPKCHJG_03058	gene	390				
BIPKCHJG_03059	CDS	840	frcA	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
BIPKCHJG_03059	gene	840	frcA			
BIPKCHJG_03060	CDS	1020	frcC		COG1172	Fructose import permease protein FrcC
BIPKCHJG_03060	gene	1020	frcC			
BIPKCHJG_03061	CDS	1086	frcB			Fructose import binding protein FrcB
BIPKCHJG_03061	gene	1086	frcB			
BIPKCHJG_03062	CDS	1002	ccpA_2		COG1609	Catabolite control protein A
BIPKCHJG_03062	gene	1002	ccpA_2			
BIPKCHJG_03063	CDS	648				hypothetical protein
BIPKCHJG_03063	gene	648				
BIPKCHJG_03064	CDS	957		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
BIPKCHJG_03064	gene	957				
BIPKCHJG_03065	CDS	1431	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BIPKCHJG_03065	gene	1431	cysS			
BIPKCHJG_03066	CDS	1089	bamB			Outer membrane protein assembly factor BamB
BIPKCHJG_03066	gene	1089	bamB			
BIPKCHJG_03067	CDS	591	psaB	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2
BIPKCHJG_03067	gene	591	psaB			
BIPKCHJG_03068	CDS	660				hypothetical protein
BIPKCHJG_03068	gene	660				
BIPKCHJG_03069	CDS	648	gloC_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
BIPKCHJG_03069	gene	648	gloC_2			
BIPKCHJG_03070	CDS	1083		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
BIPKCHJG_03070	gene	1083				
BIPKCHJG_03071	CDS	330				hypothetical protein
BIPKCHJG_03071	gene	330				
BIPKCHJG_03072	CDS	783	tipA			HTH-type transcriptional activator TipA
BIPKCHJG_03072	gene	783	tipA			
BIPKCHJG_03073	CDS	501	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
BIPKCHJG_03073	gene	501	ispF			
BIPKCHJG_03074	CDS	753	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
BIPKCHJG_03074	gene	753	ispD			
BIPKCHJG_03075	CDS	483	carD		COG1329	RNA polymerase-binding transcription factor CarD
BIPKCHJG_03075	gene	483	carD			
BIPKCHJG_03076	CDS	480				hypothetical protein
BIPKCHJG_03076	gene	480				
BIPKCHJG_03077	CDS	687	regX3_2		COG0745	Sensory transduction protein regX3
BIPKCHJG_03077	gene	687	regX3_2			
BIPKCHJG_03078	CDS	1161	senX3_1	2.7.13.3		Signal-transduction histidine kinase senX3
BIPKCHJG_03078	gene	1161	senX3_1			
BIPKCHJG_03079	CDS	687	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
BIPKCHJG_03079	gene	687	phoU2			
BIPKCHJG_03080	CDS	294				hypothetical protein
BIPKCHJG_03080	gene	294				
BIPKCHJG_03081	CDS	840	drrA_6	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BIPKCHJG_03081	gene	840	drrA_6			
BIPKCHJG_03082	CDS	444				hypothetical protein
BIPKCHJG_03082	gene	444				
BIPKCHJG_03083	CDS	1017	luxA_3	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
BIPKCHJG_03083	gene	1017	luxA_3			
BIPKCHJG_03084	CDS	1584	yedY_2	1.8.-.-		Sulfoxide reductase catalytic subunit YedY
BIPKCHJG_03084	gene	1584	yedY_2			
BIPKCHJG_03085	CDS	669				Cell surface glycolipoprotein MPB83
BIPKCHJG_03085	gene	669				
BIPKCHJG_03086	CDS	612	sigK_1			ECF RNA polymerase sigma factor SigK
BIPKCHJG_03086	gene	612	sigK_1			
BIPKCHJG_03087	CDS	837	rskA			Anti-sigma-K factor RskA
BIPKCHJG_03087	gene	837	rskA			
BIPKCHJG_03088	CDS	363				hypothetical protein
BIPKCHJG_03088	gene	363				
BIPKCHJG_03089	CDS	1098	mrcA		COG5009	Penicillin-binding protein 1A
BIPKCHJG_03089	gene	1098	mrcA			
BIPKCHJG_03090	CDS	1353				hypothetical protein
BIPKCHJG_03090	gene	1353				
BIPKCHJG_03091	CDS	930				hypothetical protein
BIPKCHJG_03091	gene	930				
BIPKCHJG_03092	CDS	2274		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
BIPKCHJG_03092	gene	2274				
BIPKCHJG_03093	CDS	1317				hypothetical protein
BIPKCHJG_03093	gene	1317				
BIPKCHJG_03094	CDS	447				hypothetical protein
BIPKCHJG_03094	gene	447				
BIPKCHJG_03095	CDS	306				hypothetical protein
BIPKCHJG_03095	gene	306				
BIPKCHJG_03096	CDS	240				hypothetical protein
BIPKCHJG_03096	gene	240				
BIPKCHJG_03097	CDS	789				hypothetical protein
BIPKCHJG_03097	gene	789				
BIPKCHJG_03098	CDS	288	rpsF		COG0360	30S ribosomal protein S6
BIPKCHJG_03098	gene	288	rpsF			
BIPKCHJG_03099	CDS	627	ssb_2		COG0629	Single-stranded DNA-binding protein
BIPKCHJG_03099	gene	627	ssb_2			
BIPKCHJG_03100	CDS	237	rpsR2		COG0238	30S ribosomal protein S18 2
BIPKCHJG_03100	gene	237	rpsR2			
BIPKCHJG_03101	CDS	447	rplI		COG0359	50S ribosomal protein L9
BIPKCHJG_03101	gene	447	rplI			
BIPKCHJG_03102	CDS	555	ytlP	3.1.4.-		RNA 2',3'-cyclic phosphodiesterase
BIPKCHJG_03102	gene	555	ytlP			
BIPKCHJG_03103	CDS	1527	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BIPKCHJG_03103	gene	1527	ggt			
BIPKCHJG_03104	CDS	1335	dinF		COG0534	DNA damage-inducible protein F
BIPKCHJG_03104	gene	1335	dinF			
BIPKCHJG_03105	CDS	741				hypothetical protein
BIPKCHJG_03105	gene	741				
BIPKCHJG_03106	CDS	993				hypothetical protein
BIPKCHJG_03106	gene	993				
BIPKCHJG_03107	CDS	615				hypothetical protein
BIPKCHJG_03107	gene	615				
BIPKCHJG_03108	CDS	276				hypothetical protein
BIPKCHJG_03108	gene	276				
BIPKCHJG_03109	CDS	1569				hypothetical protein
BIPKCHJG_03109	gene	1569				
BIPKCHJG_03110	CDS	1230		2.8.3.-	COG0427	Butanoate coenzyme A-transferase
BIPKCHJG_03110	gene	1230				
BIPKCHJG_03111	CDS	2349	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
BIPKCHJG_03111	gene	2349	dnaB			
BIPKCHJG_03112	CDS	735				hypothetical protein
BIPKCHJG_03112	gene	735				
BIPKCHJG_03113	CDS	2325				hypothetical protein
BIPKCHJG_03113	gene	2325				
BIPKCHJG_03114	CDS	1110				hypothetical protein
BIPKCHJG_03114	gene	1110				
BIPKCHJG_03115	CDS	1446				hypothetical protein
BIPKCHJG_03115	gene	1446				
BIPKCHJG_03116	CDS	1656				hypothetical protein
BIPKCHJG_03116	gene	1656				
BIPKCHJG_03117	CDS	816				hypothetical protein
BIPKCHJG_03117	gene	816				
BIPKCHJG_03118	CDS	618				hypothetical protein
BIPKCHJG_03118	gene	618				
BIPKCHJG_03119	CDS	651				hypothetical protein
BIPKCHJG_03119	gene	651				
BIPKCHJG_03120	CDS	936	czcD_4		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
BIPKCHJG_03120	gene	936	czcD_4			
BIPKCHJG_03121	CDS	378	cmtR_3		COG0640	HTH-type transcriptional regulator CmtR
BIPKCHJG_03121	gene	378	cmtR_3			
BIPKCHJG_03122	CDS	330	cmtR_4		COG0640	HTH-type transcriptional regulator CmtR
BIPKCHJG_03122	gene	330	cmtR_4			
