target_id	length	eff_length	est_counts	tpm
MBECJGJC_02695	645	499.75	151	10.9367
MBECJGJC_02696	375	230.218	97	15.2508
MBECJGJC_02697	549	403.75	91	8.15812
MBECJGJC_02698	687	541.75	25	1.67033
MBECJGJC_02699	1095	949.75	21	0.800334
MBECJGJC_02700	174	47.9611	0	0
MBECJGJC_02701	1173	1027.75	140	4.93062
MBECJGJC_02702	465	319.819	13	1.47129
MBECJGJC_02703	1563	1417.75	23	0.587204
MBECJGJC_02704	444	298.85	55	6.66147
MBECJGJC_02705	1758	1612.75	222.897	5.00263
MBECJGJC_02706	798	652.75	9	0.499065
MBECJGJC_02707	786	640.75	94	5.31007
MBECJGJC_02708	258	116.873	10	3.09704
MBECJGJC_02709	996	850.75	374	15.9122
MBECJGJC_02710	1509	1363.75	191	5.06944
MBECJGJC_02711	1782	1636.75	96	2.123
MBECJGJC_02712	1872	1726.75	122	2.55736
MBECJGJC_02713	987	841.75	94	4.04209
MBECJGJC_02714	708	562.75	110	7.07519
MBECJGJC_02715	1218	1072.75	43	1.45088
MBECJGJC_02716	807	661.75	156	8.5328
MBECJGJC_02717	381	236.171	43	6.59026
MBECJGJC_02718	96	11.2456	3	9.65606
MBECJGJC_02719	1140	994.75	80	2.91097
MBECJGJC_02720	1527	1381.75	97	2.54099
MBECJGJC_02721	765	619.75	155	9.05266
MBECJGJC_02722	990	844.75	165	7.06996
MBECJGJC_02723	720	574.75	216	13.603
MBECJGJC_02724	1332	1186.75	105	3.20251
MBECJGJC_02725	1380	1234.75	48	1.40709
MBECJGJC_02726	2361	2215.75	125	2.04197
MBECJGJC_02727	1317	1171.75	340	10.5028
MBECJGJC_02728	1215	1069.75	130	4.39868
MBECJGJC_02729	1929	1783.75	233.195	4.73202
MBECJGJC_02730	1221	1075.75	48	1.61507
MBECJGJC_02731	1941	1795.75	198	3.99099
MBECJGJC_02732	1188	1042.75	183	6.35231
MBECJGJC_02733	1560	1414.75	206	5.27046
MBECJGJC_02734	1086	940.75	308	11.8505
MBECJGJC_02735	864	718.75	537	27.0432
MBECJGJC_02736	1170	1024.75	282	9.96076
MBECJGJC_02737	1095	949.75	1003	38.2255
MBECJGJC_02738	1584	1438.75	1528	38.4414
MBECJGJC_02739	966	820.75	587	25.8874
MBECJGJC_02740	1560	1414.75	2207	56.4656
MBECJGJC_02741	630	484.75	1326	99.0118
MBECJGJC_02742	813	667.75	56	3.03554
MBECJGJC_02743	639	493.75	9	0.659776
MBECJGJC_02744	672	526.75	18	1.23688
MBECJGJC_02745	549	403.75	25	2.24124
MBECJGJC_02746	132	23.6216	27	41.3729
MBECJGJC_02747	1185	1039.75	147	5.1174
MBECJGJC_02748	999	853.75	280	11.871
MBECJGJC_02749	771	625.75	29	1.67748
MBECJGJC_02750	1419	1273.75	83	2.3586
MBECJGJC_02751	450	304.85	30	3.56201
MBECJGJC_02752	1071	925.75	237	9.2665
MBECJGJC_02753	555	409.75	808	71.3762
MBECJGJC_02754	1005	859.75	545	22.9449
MBECJGJC_02755	471	325.819	129	14.3309
MBECJGJC_02756	321	177.16	40	8.17249
MBECJGJC_02757	762	616.75	112	6.5731
MBECJGJC_02758	270	128.09	25	7.0646
MBECJGJC_02759	786	640.75	106	5.98795
MBECJGJC_02760	549	403.75	56	5.02038
MBECJGJC_02761	1338	1192.75	180	5.46241
MBECJGJC_02762	2049	1903.75	401	7.62422
MBECJGJC_02763	942	796.75	39	1.77175
MBECJGJC_02764	1149	1003.75	186	6.70731
MBECJGJC_02765	693	547.75	219	14.4718
MBECJGJC_02766	783	637.75	226	12.8268
MBECJGJC_02767	750	604.75	129	7.72103
MBECJGJC_02768	1257	1111.75	676	22.009
MBECJGJC_02769	684	538.75	273	18.3416
MBECJGJC_02770	405	260.047	164	22.8272
MBECJGJC_02771	405	260.047	55	7.65547
MBECJGJC_02772	705	559.75	61	3.94454
MBECJGJC_02773	288	145.149	138	34.4133
MBECJGJC_02774	486	340.786	40	4.24853
MBECJGJC_02775	117	17.292	222.637	466.03
MBECJGJC_02776	76	9.072	1061.8	4236.45
MBECJGJC_02777	354	209.481	832	143.761
MBECJGJC_02778	534	388.75	6409	596.734
MBECJGJC_02779	432	286.938	3485	439.618
MBECJGJC_02780	690	544.75	1923	127.774
MBECJGJC_02781	498	352.786	2623	269.121
MBECJGJC_02782	369	224.264	1712	276.316
MBECJGJC_02783	4281	4135.75	12398.9	108.515
MBECJGJC_02784	4212	4066.75	10896.8	96.9867
MBECJGJC_02785	378	233.195	2926	454.168
MBECJGJC_02786	471	325.819	2796.41	310.659
MBECJGJC_02787	2094	1948.75	10756	199.782
MBECJGJC_02788	1191	1045.75	11744.4	406.502
MBECJGJC_02789	312	168.264	5758	1238.63
MBECJGJC_02790	645	499.75	6463.63	468.15
MBECJGJC_02791	621	475.75	2526	192.183
MBECJGJC_02792	303	159.641	5943	1347.48
MBECJGJC_02793	831	685.75	4501	237.577
MBECJGJC_02794	276	133.771	1356	366.91
MBECJGJC_02795	336	191.722	2850	538.065
MBECJGJC_02796	855	709.75	3324	169.518
MBECJGJC_02797	414	268.994	3005	404.355
MBECJGJC_02798	195	63.3467	2573.48	1470.48
MBECJGJC_02799	267	125.27	1004	290.101
MBECJGJC_02800	369	224.264	4432	715.323
MBECJGJC_02801	318	174.16	1932	401.531
MBECJGJC_02802	540	394.75	3079.94	282.411
MBECJGJC_02803	579	433.75	27	2.25313
MBECJGJC_02804	555	409.75	54	4.77019
MBECJGJC_02805	423	277.967	359	46.748
MBECJGJC_02806	1953	1807.75	713	14.2762
MBECJGJC_02807	873	727.75	725	36.0593
MBECJGJC_02808	618	472.75	512	39.2012
MBECJGJC_02809	1884	1738.75	23	0.478797
MBECJGJC_02810	612	466.75	140	10.8569
MBECJGJC_02811	1623	1477.75	1367	33.4833
MBECJGJC_02812	621	475.75	6	0.456493
MBECJGJC_02813	513	367.75	16	1.57481
MBECJGJC_02814	387	242.147	103	15.3964
MBECJGJC_02815	666	520.75	211	14.6661
MBECJGJC_02816	762	616.75	59	3.46261
MBECJGJC_02817	753	607.75	102	6.07486
MBECJGJC_02818	540	394.75	89	8.16073
MBECJGJC_02819	2073	1927.75	463	8.69343
MBECJGJC_02820	906	760.75	542	25.788
MBECJGJC_02821	1554	1408.75	18	0.462487
MBECJGJC_02822	840	694.75	143	7.45021
MBECJGJC_02823	468	322.819	25	2.80312
MBECJGJC_02824	1032	886.75	169.04	6.90002
MBECJGJC_02825	597	451.75	48	3.84596
MBECJGJC_02826	192	60.9977	0	0
MBECJGJC_02827	381	236.171	152	23.2958
MBECJGJC_02828	177	50.1477	40	28.8715
MBECJGJC_02829	789	643.75	107	6.01628
MBECJGJC_02830	654	508.75	1025	72.9257
MBECJGJC_02831	2445	2299.75	4963.06	78.1142
MBECJGJC_02832	627	481.75	490	36.8159
MBECJGJC_02833	1539	1393.75	174.053	4.52019
MBECJGJC_02834	306	162.512	305	67.9323
MBECJGJC_02835	276	133.771	136	36.7993
MBECJGJC_02836	5901	5755.75	1762	11.0806
MBECJGJC_02837	966	820.75	47	2.07276
MBECJGJC_02838	1206	1060.75	131	4.47012
MBECJGJC_02839	1017	871.75	44	1.82693
MBECJGJC_02840	822	676.75	10	0.534851
MBECJGJC_02841	252	111.399	51	16.5711
MBECJGJC_02842	528	382.75	34	3.21533
MBECJGJC_02843	855	709.75	191	9.74068
MBECJGJC_02844	384	239.171	171	25.879
MBECJGJC_02845	1167	1021.75	219	7.75819
MBECJGJC_02846	447	301.85	138	16.5481
MBECJGJC_02847	792	646.75	1391	77.8488
MBECJGJC_02848	1371	1225.75	1061	31.331
MBECJGJC_02849	984	838.75	31	1.3378
MBECJGJC_02850	702	556.75	19	1.23525
MBECJGJC_02851	2595	2449.75	2450.72	36.2104
MBECJGJC_02852	882	736.75	258	12.6754
MBECJGJC_02853	852	706.75	342	17.5155
MBECJGJC_02854	5220	5074.75	300	2.13977
MBECJGJC_02855	378	233.195	111	17.2292
MBECJGJC_02856	249	108.705	74	24.6402
MBECJGJC_02857	2130	1984.75	100	1.82371
MBECJGJC_02858	771	625.75	250	14.4611
MBECJGJC_02859	519	373.75	3	0.290537
MBECJGJC_02860	1167	1021.75	22	0.779362
MBECJGJC_02861	489	343.786	12	1.26344
MBECJGJC_02862	3207	3061.75	2588.2	30.5978
MBECJGJC_02863	1443	1297.75	2529.53	70.5522
MBECJGJC_02864	1359	1213.75	261	7.78345
MBECJGJC_02865	1830	1684.75	209.929	4.51022
MBECJGJC_02866	2169	2023.75	146	2.6113
MBECJGJC_02867	861	715.75	65	3.2871
MBECJGJC_02868	76	9.072	37.5	149.62
MBECJGJC_02869	1665	1519.75	237	5.64465
MBECJGJC_02870	483	337.786	70	7.50096
MBECJGJC_02871	1752	1606.75	127	2.86099
MBECJGJC_02872	321	177.16	323	65.9929
MBECJGJC_02873	336	191.722	329	62.1135
MBECJGJC_02874	801	655.75	61	3.36707
MBECJGJC_02875	774	628.75	153	8.80794
MBECJGJC_02876	594	448.75	115	9.27587
MBECJGJC_02877	570	424.75	79	6.73217
MBECJGJC_02878	393	248.123	8	1.16704
MBECJGJC_02879	183	54.3046	10	6.66537
MBECJGJC_02880	2856	2710.75	717	9.57394
MBECJGJC_02881	924	778.75	189	8.78466
MBECJGJC_02882	2520	2374.75	63	0.960249
MBECJGJC_02883	243	103.263	109	38.2071
MBECJGJC_02884	1428	1282.75	2496.67	70.4498
MBECJGJC_02885	615	469.75	891	68.655
MBECJGJC_02886	195	63.3467	253	144.563
MBECJGJC_02887	909	763.75	1375	65.1647
MBECJGJC_02888	822	676.75	1756	93.9199
MBECJGJC_02889	1419	1273.75	1083	30.7755
MBECJGJC_02890	558	412.75	161	14.1189
MBECJGJC_02891	141	27.9317	221	286.389
MBECJGJC_02892	570	424.75	381	32.4678
MBECJGJC_02893	858	712.75	696	35.3454
MBECJGJC_02894	963	817.75	523	23.1495
MBECJGJC_02895	2295	2149.75	359	6.0446
MBECJGJC_02896	609	463.75	2199	171.634
MBECJGJC_02897	1371	1225.75	436	12.875
MBECJGJC_02898	2637	2491.75	356	5.17138
MBECJGJC_02899	1413	1267.75	175.996	5.02493
MBECJGJC_02900	780	634.75	16	0.912386
MBECJGJC_02901	975	829.75	386	16.8384
MBECJGJC_02902	549	403.75	80	7.17197
MBECJGJC_02903	1389	1243.75	157	4.56907
MBECJGJC_02904	2973	2827.75	254	3.25128
MBECJGJC_02905	2613	2467.75	1204	17.6598
MBECJGJC_02906	951	805.75	564	25.3361
MBECJGJC_02907	2208	2062.75	66	1.15813
MBECJGJC_02908	1518	1372.75	32	0.843761
MBECJGJC_02909	1476	1330.75	98	2.66557
MBECJGJC_02910	126	20.8936	5	8.66197
MBECJGJC_02911	1227	1081.75	1553.97	51.997
MBECJGJC_02912	270	128.09	3277	926.027
MBECJGJC_02913	678	532.75	6311	428.781
MBECJGJC_02914	627	481.75	55	4.1324
MBECJGJC_02915	561	415.75	74	6.44259
MBECJGJC_02916	471	325.819	341	37.8825
MBECJGJC_02917	1986	1840.75	1497	29.4366
MBECJGJC_02918	576	430.75	766	64.3672
MBECJGJC_02919	1218	1072.75	148	4.99372
MBECJGJC_02920	684	538.75	490	32.9208
MBECJGJC_02921	774	628.75	157	9.03822
MBECJGJC_02922	1572	1426.75	115	2.9175
MBECJGJC_02923	261	119.656	114	34.4851
MBECJGJC_02924	279	136.675	300	79.4499
MBECJGJC_02925	813	667.75	193	10.4618
MBECJGJC_02926	342	197.644	150	27.4707
MBECJGJC_02927	1239	1093.75	349	11.5496
MBECJGJC_02928	546	400.75	210.849	19.0441
MBECJGJC_02929	1662	1516.75	370	8.82976
MBECJGJC_02930	216	79.8069	3275	1485.36
MBECJGJC_02931	1257	1111.75	2302.27	74.9568
MBECJGJC_02932	327	182.926	2251	445.41
MBECJGJC_02933	423	277.967	446	58.0769
MBECJGJC_02934	2076	1930.75	2545	47.7115
MBECJGJC_02935	1485	1339.75	1297.76	35.0616
MBECJGJC_02936	1425	1279.75	1602	45.3105
MBECJGJC_02937	561	415.75	33	2.87305
MBECJGJC_02938	933	787.75	43	1.97579
MBECJGJC_02939	633	487.75	240	17.8105
MBECJGJC_02940	3600	3454.75	269	2.81836
MBECJGJC_02941	1164	1018.75	470	16.699
MBECJGJC_02942	690	544.75	40	2.65781
MBECJGJC_02943	1731	1585.75	774	17.6672
MBECJGJC_02944	213	77.4001	38	17.7706
MBECJGJC_02945	828	682.75	84	4.45327
MBECJGJC_02946	1266	1120.75	21	0.678222
MBECJGJC_02947	912	766.75	102	4.81512
MBECJGJC_02948	1521	1375.75	1319	34.7029
MBECJGJC_02949	558	412.75	894	78.3992
MBECJGJC_02950	996	850.75	45	1.91457
MBECJGJC_02951	933	787.75	168	7.71937
MBECJGJC_02952	1170	1024.75	470	16.6013
MBECJGJC_02953	588	442.75	400.214	32.7186
MBECJGJC_02954	294	150.956	1927.79	462.242
MBECJGJC_02955	1698	1552.75	9670	225.417
MBECJGJC_02956	1953	1807.75	923	18.481
MBECJGJC_02957	888	742.75	99	4.82452
MBECJGJC_02958	1089	943.75	493	18.9082
MBECJGJC_02959	1092	946.75	243	9.29035
MBECJGJC_02960	2616	2470.75	1675.75	24.5495
MBECJGJC_02961	492	346.786	84	8.76755
MBECJGJC_02962	1026	880.75	131	5.38369
MBECJGJC_02963	1308	1162.75	768	23.9076
MBECJGJC_02964	1161	1015.75	281	10.0134
MBECJGJC_02965	186	56.5288	75	48.0233
MBECJGJC_02966	891	745.75	1175	57.0302
MBECJGJC_02967	1278	1132.75	1979	63.2372
MBECJGJC_02968	1173	1027.75	766	26.9775
MBECJGJC_02969	240	100.579	668	240.397
MBECJGJC_02970	162	40.1696	87	78.3941
MBECJGJC_02971	360	215.374	46	7.73081
MBECJGJC_02972	723	577.75	120	7.518
MBECJGJC_02973	411	266.047	899	122.31
MBECJGJC_02974	945	799.75	65	2.94185
MBECJGJC_02975	1269	1123.75	18	0.579781
MBECJGJC_02976	876	730.75	33	1.63458
MBECJGJC_02977	648	502.75	451	32.4703
MBECJGJC_02978	654	508.75	57	4.05538
MBECJGJC_02979	1017	871.75	61	2.53279
MBECJGJC_02980	1308	1162.75	86	2.67715
MBECJGJC_02981	1374	1228.75	194	5.71478
MBECJGJC_02982	240	100.579	69	24.8314
MBECJGJC_02983	1407	1261.75	142	4.07358
MBECJGJC_02984	720	574.75	66	4.15648
MBECJGJC_02985	1164	1018.75	1151	40.8949
MBECJGJC_02986	489	343.786	82	8.63349
MBECJGJC_02987	465	319.819	22	2.48988
MBECJGJC_02988	1194	1048.75	188	6.48854
MBECJGJC_02989	1455	1309.75	89	2.45959
MBECJGJC_02990	1875	1729.75	64	1.33924
MBECJGJC_02991	909	763.75	13	0.616103
MBECJGJC_02992	1230	1084.75	145	4.83837
MBECJGJC_02993	948	802.75	429	19.3436
MBECJGJC_02994	1956	1810.75	1032	20.6292
MBECJGJC_02995	744	598.75	233	14.0855
MBECJGJC_02996	363	218.374	1	0.165752
MBECJGJC_02997	879	733.75	5	0.246651
MBECJGJC_02998	1671	1525.75	19	0.450745
MBECJGJC_02999	996	850.75	80	3.40368
MBECJGJC_03000	948	802.75	32	1.44288
MBECJGJC_03001	1236	1090.75	56	1.85833
MBECJGJC_03002	210	75.0227	59	28.4656
MBECJGJC_03003	1071	925.75	72	2.81514
MBECJGJC_03004	2781	2635.75	29	0.398249
MBECJGJC_03005	912	766.75	200	9.44142
MBECJGJC_03006	453	307.85	116	13.6389
MBECJGJC_03007	888	742.75	41	1.99803
MBECJGJC_03008	417	271.967	12	1.59708
MBECJGJC_03009	1821	1675.75	59	1.27439
MBECJGJC_03010	618	472.75	30	2.29695
MBECJGJC_03011	822	676.75	3	0.160455
MBECJGJC_03012	2145	1999.75	17	0.307705
MBECJGJC_03013	1374	1228.75	9	0.265119
MBECJGJC_03014	195	63.3467	11	6.28536
MBECJGJC_03015	1443	1297.75	228	6.35924
MBECJGJC_03016	1173	1027.75	178	6.26893
MBECJGJC_03017	540	394.75	108	9.90291
MBECJGJC_03018	519	373.75	71	6.87604
MBECJGJC_03019	984	838.75	226.939	9.79351
MBECJGJC_03020	744	598.75	142	8.58428
MBECJGJC_03021	279	136.675	33	8.73949
MBECJGJC_03022	867	721.75	342	17.1514
MBECJGJC_03023	1134	988.75	1142	41.8062
MBECJGJC_03024	825	679.75	90	4.79242
MBECJGJC_03025	1107	961.75	271	10.1992
MBECJGJC_03026	1104	958.75	206	7.77719
MBECJGJC_03027	1896	1750.75	343	7.09138
MBECJGJC_03028	522	376.75	48	4.61157
MBECJGJC_03029	933	787.75	316	14.5198
MBECJGJC_03030	558	412.75	747.304	65.5347
MBECJGJC_03031	978	832.75	211	9.17126
MBECJGJC_03032	2193	2047.75	174	3.07562
MBECJGJC_03033	801	655.75	165	9.10766
MBECJGJC_03034	1218	1072.75	149	5.02746
MBECJGJC_03035	453	307.85	43	5.0558
MBECJGJC_03036	1011	865.75	49	2.04864
MBECJGJC_03037	2145	1999.75	36	0.65161
MBECJGJC_03038	978	832.75	8	0.347725
MBECJGJC_03039	696	550.75	9	0.591492
MBECJGJC_03040	1593	1447.75	13	0.325021
MBECJGJC_03041	984	838.75	45	1.94196
MBECJGJC_03042	309	165.331	12	2.62717
MBECJGJC_03043	1287	1141.75	29	0.919365
MBECJGJC_03044	363	218.374	22	3.64655
MBECJGJC_03045	633	487.75	171	12.69
MBECJGJC_03046	1437	1291.75	1850	51.8387
MBECJGJC_03047	579	433.75	1390	115.994
MBECJGJC_03048	960	814.75	43	1.91032
MBECJGJC_03049	1263	1117.75	59	1.91059
MBECJGJC_03050	753	607.75	11	0.655132
MBECJGJC_03051	1716	1570.75	67	1.54393
MBECJGJC_03052	936	790.75	69	3.15843
MBECJGJC_03053	2151	2005.75	50	0.902307
MBECJGJC_03054	1116	970.75	9	0.33558
MBECJGJC_03055	1284	1138.75	16	0.508572
MBECJGJC_03056	216	79.8069	8338	3781.66
MBECJGJC_03057	801	655.75	24	1.32475
MBECJGJC_03058	1440	1294.75	17	0.475252
MBECJGJC_03059	750	604.75	10	0.598529
MBECJGJC_03060	267	125.27	1	0.288945
MBECJGJC_03061	735	589.75	14	0.859253
MBECJGJC_03062	276	133.771	1	0.270583
MBECJGJC_03063	417	271.967	14	1.86326
MBECJGJC_03064	1371	1225.75	3	0.0885891
MBECJGJC_03065	234	95.2914	4	1.51938
MBECJGJC_03066	189	58.7765	8	4.9266
MBECJGJC_03067	333	188.741	29	5.56152
MBECJGJC_03068	5139	4993.75	1208	8.75591
MBECJGJC_03069	1845	1699.75	610	12.9899
MBECJGJC_03070	2133	1987.75	2409	43.8668
MBECJGJC_03071	1221	1075.75	1465	49.2932
MBECJGJC_03072	3354	3208.75	3252	36.6839
MBECJGJC_03073	1935	1789.75	358	7.24022
MBECJGJC_03074	927	781.75	242	11.2049
MBECJGJC_03075	540	394.75	71	6.51025
MBECJGJC_03076	639	493.75	71	5.2049
MBECJGJC_03077	378	233.195	5	0.77609
MBECJGJC_03078	504	358.786	25	2.52212
MBECJGJC_03079	945	799.75	32	1.44829
MBECJGJC_03080	693	547.75	94	6.21165
MBECJGJC_03081	675	529.75	113	7.72091
MBECJGJC_03082	570	424.75	45	3.83478
MBECJGJC_03083	1038	892.75	228	9.24413
MBECJGJC_03084	237	97.8989	84	31.0572
MBECJGJC_03085	2715	2569.75	133	1.87336
MBECJGJC_03086	1035	889.75	23	0.935666
MBECJGJC_03087	1860	1714.75	21	0.443281
MBECJGJC_03088	1158	1012.75	19	0.679067
MBECJGJC_03089	1110	964.75	6	0.225111
MBECJGJC_03090	753	607.75	35	2.08451
MBECJGJC_03091	303	159.641	12	2.7208
MBECJGJC_03092	537	391.75	36	3.32625
MBECJGJC_03093	1062	916.75	28	1.10552
MBECJGJC_03094	306	162.512	13	2.89548
MBECJGJC_03095	387	242.147	40	5.97918
MBECJGJC_03096	1011	865.75	70	2.92662
MBECJGJC_03097	1299	1153.75	106.364	3.3369
MBECJGJC_03098	537	391.75	6	0.554375
MBECJGJC_03099	1068	922.75	2	0.0784525
MBECJGJC_03100	552	406.75	43.6123	3.88099
MBECJGJC_03101	507	361.786	33.3877	3.34038
MBECJGJC_03102	489	343.786	520	54.749
MBECJGJC_03103	498	352.786	180	18.4681
MBECJGJC_03104	498	352.786	634	65.0487
MBECJGJC_03105	447	301.85	245	29.3789
MBECJGJC_03106	177	50.1477	102	73.6224
MBECJGJC_03107	543	397.75	197	17.9274
MBECJGJC_03108	1077	931.75	120	4.66169
MBECJGJC_03109	1320	1174.75	49	1.50977
MBECJGJC_03110	2388	2242.75	61	0.984487
MBECJGJC_03111	864	718.75	48	2.41727
MBECJGJC_03112	76	9.072	41.9178	167.246
MBECJGJC_03113	1932	1786.75	228	4.61883
MBECJGJC_03114	1203	1057.75	617	21.1136
MBECJGJC_03115	747	601.75	43.1798	2.59732
MBECJGJC_03116	612	466.75	7026	544.86
MBECJGJC_03117	1986	1840.75	860	16.9108
MBECJGJC_03118	819	673.75	31	1.66542
MBECJGJC_03119	1380	1234.75	152	4.4558
MBECJGJC_03120	804	658.75	19	1.04398
MBECJGJC_03121	2289	2143.75	21	0.354573
MBECJGJC_03122	2865	2719.75	41	0.545652
MBECJGJC_03123	1542	1396.75	24	0.621947
MBECJGJC_03124	1203	1057.75	2	0.0684397
MBECJGJC_03125	768	622.75	21	1.22058
MBECJGJC_03126	1410	1264.75	16	0.457906
MBECJGJC_03127	1008	862.75	19	0.797131
MBECJGJC_03128	627	481.75	92	6.91238
MBECJGJC_03129	711	565.75	80	5.11831
MBECJGJC_03130	105	13.1624	0	0
MBECJGJC_03131	561	415.75	6	0.522372
MBECJGJC_03132	204	70.2224	9	4.63904
MBECJGJC_03133	759	613.75	32	1.88721
MBECJGJC_03134	360	215.374	26	4.36959
MBECJGJC_03135	171	46.0127	1	0.786653
MBECJGJC_03136	255	114.133	7	2.21998
MBECJGJC_03137	315	171.23	38	8.03276
MBECJGJC_03138	1194	1048.75	19	0.655757
MBECJGJC_03139	7815	7669.75	109	0.514406
MBECJGJC_03140	1131	985.75	75	2.75395
MBECJGJC_03141	1074	928.75	5	0.194864
MBECJGJC_03142	1386	1240.75	42	1.22525
MBECJGJC_03143	750	604.75	74	4.42912
MBECJGJC_03144	567	421.75	5	0.429117
MBECJGJC_03145	1419	1273.75	516	14.6631
MBECJGJC_03146	2328	2182.75	890	14.7587
MBECJGJC_03147	936	790.75	217	9.93303
MBECJGJC_03148	1020	874.75	101	4.17925
MBECJGJC_03149	74	9.3125	302.105	1174.23
MBECJGJC_03150	76	9.072	1144.78	4567.52
MBECJGJC_03151	579	433.75	116	9.6801
MBECJGJC_03152	1815	1669.75	161	3.49008
MBECJGJC_03153	1152	1006.75	30	1.0786
MBECJGJC_03154	558	412.75	903.901	79.2675
MBECJGJC_03155	1038	892.75	226	9.16304
MBECJGJC_03156	387	242.147	69	10.3141
MBECJGJC_03157	762	616.75	49	2.87573
MBECJGJC_03158	717	571.75	79	5.00129
MBECJGJC_03159	885	739.75	167	8.17133
MBECJGJC_03160	672	526.75	437	30.0288
MBECJGJC_03161	372	227.264	445	70.8747
MBECJGJC_03162	789	643.75	520	29.238
MBECJGJC_03163	1674	1528.75	977	23.1323
MBECJGJC_03164	822	676.75	0	0
MBECJGJC_03165	1005	859.75	227	9.55685
MBECJGJC_03166	900	754.75	257	12.3251
MBECJGJC_03167	786	640.75	135	7.62617
MBECJGJC_03168	813	667.75	116	6.28789
MBECJGJC_03169	219	82.4076	55	24.1578
MBECJGJC_03170	1326	1180.75	524	16.0633
MBECJGJC_03171	3123	2977.75	82	0.996751
MBECJGJC_03172	1110	964.75	32	1.20059
MBECJGJC_03173	975	829.75	92.2198	4.02289
MBECJGJC_03174	252	111.399	200	64.9847
MBECJGJC_03175	354	209.481	1425	246.225
MBECJGJC_03176	2583	2437.75	1120	16.6299
MBECJGJC_03177	813	667.75	831	45.0452
MBECJGJC_03178	744	598.75	7270	439.491
MBECJGJC_03179	894	748.75	3985.4	192.662
MBECJGJC_03180	723	577.75	2356	147.603
MBECJGJC_03181	561	415.75	1933	168.291
MBECJGJC_03182	798	652.75	593	32.8828
MBECJGJC_03183	840	694.75	152	7.91911
MBECJGJC_03184	1206	1060.75	214	7.30234
MBECJGJC_03185	1368	1222.75	477	14.1202
MBECJGJC_03186	2283	2137.75	5313	89.9589
MBECJGJC_03187	519	373.75	3699	358.232
MBECJGJC_03188	1032	886.75	1290	52.6562
MBECJGJC_03189	450	304.85	379.865	45.1028
MBECJGJC_03190	783	637.75	767	43.5317
MBECJGJC_03191	1188	1042.75	213	7.39368
MBECJGJC_03192	603	457.75	34	2.68851
MBECJGJC_03193	789	643.75	93	5.2291
MBECJGJC_03194	91	10.3339	14.0859	49.3382
MBECJGJC_03195	5775	5629.75	1874	12.0487
MBECJGJC_03196	618	472.75	129	9.87687
MBECJGJC_03197	1050	904.75	52	2.08035
MBECJGJC_03198	468	322.819	68	7.62448
MBECJGJC_03199	576	430.75	27	2.26882
MBECJGJC_03200	447	301.85	266	31.8971
MBECJGJC_03201	831	685.75	50	2.63916
MBECJGJC_03202	924	778.75	138	6.41419
MBECJGJC_03203	324	180.035	154	30.9617
MBECJGJC_03204	1077	931.75	77	2.99125
MBECJGJC_03205	837	691.75	13	0.680229
MBECJGJC_03206	3180	3034.75	70	0.834903
MBECJGJC_03207	186	56.5288	1657.87	1061.55
MBECJGJC_03208	402	257.047	325	45.7648
MBECJGJC_03209	834	688.75	52	2.73277
MBECJGJC_03210	852	706.75	24	1.22915
MBECJGJC_03211	912	766.75	54	2.54918
MBECJGJC_03212	1869	1723.75	158	3.31775
MBECJGJC_03213	402	257.047	74	10.4203
MBECJGJC_03214	1536	1390.75	212	5.51757
MBECJGJC_03215	2604	2458.75	223	3.28285
MBECJGJC_03216	651	505.75	29	2.0755
MBECJGJC_03217	1755	1609.75	80	1.79884
MBECJGJC_03218	1416	1270.75	195	5.55438
MBECJGJC_03219	1431	1285.75	150	4.22275
MBECJGJC_03220	663	517.75	315	22.0217
MBECJGJC_03221	1671	1525.75	266	6.31044
MBECJGJC_03222	327	182.926	34	6.72765
MBECJGJC_03223	444	298.85	1502	181.919
MBECJGJC_03224	417	271.967	473	62.9516
MBECJGJC_03225	2412	2266.75	312	4.9821
MBECJGJC_03226	822	676.75	398	21.2871
MBECJGJC_03227	2244	2098.75	663	11.4344
MBECJGJC_03228	600	454.75	254	20.2173
MBECJGJC_03229	255	114.133	81	25.6883
MBECJGJC_03230	1581	1435.75	77	1.94121
MBECJGJC_03231	987	841.75	192	8.25618
MBECJGJC_03232	1188	1042.75	85	2.95053
MBECJGJC_03233	1071	925.75	131.605	5.14565
MBECJGJC_03234	618	472.75	90	6.89084
MBECJGJC_03235	1005	859.75	33	1.38932
MBECJGJC_03236	255	114.133	66	20.9312
MBECJGJC_03237	1257	1111.75	345	11.2324
MBECJGJC_03238	573	427.75	235	19.8856
MBECJGJC_03239	495	349.786	38	3.93226
MBECJGJC_03240	915	769.75	32	1.50474
MBECJGJC_03241	4428	4282.75	209	1.76638
MBECJGJC_03242	738	592.75	58	3.54175
MBECJGJC_03243	609	463.75	10	0.780508
MBECJGJC_03244	753	607.75	10	0.595575
MBECJGJC_03245	933	787.75	6850	314.748
MBECJGJC_03246	849	703.75	80	4.11465
MBECJGJC_03247	1200	1054.75	75	2.57379
MBECJGJC_03248	360	215.374	680	114.282
MBECJGJC_03249	543	397.75	20	1.82004
MBECJGJC_03250	444	298.85	75	9.08382
MBECJGJC_03251	678	532.75	247	16.7817
MBECJGJC_03252	405	260.047	69	9.60413
MBECJGJC_03253	1020	874.75	79	3.26892
MBECJGJC_03254	1293	1147.75	1449	45.6964
